id,dbFile,gloveFile,vocabSize,captureFraction,convolutionFilters,convolutionKernel,convolutionActivation,poolSize,flattenLayer,denseUnits,denseActivation,dropoutFraction,outputActivation,lossFunction
2799,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,25,5,relu,5,True,50,relu,0.75,softmax,categorical_crossentropy
2800,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,25,5,relu,10,True,10,relu,0.0,softmax,categorical_crossentropy
2801,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,25,5,relu,10,True,10,relu,0.25,softmax,categorical_crossentropy
2802,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,25,5,relu,10,True,10,relu,0.5,softmax,categorical_crossentropy
2803,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,25,5,relu,10,True,10,relu,0.75,softmax,categorical_crossentropy
2804,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,25,5,relu,10,True,50,relu,0.0,softmax,categorical_crossentropy
2805,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,25,5,relu,10,True,50,relu,0.25,softmax,categorical_crossentropy
2806,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,25,5,relu,10,True,50,relu,0.5,softmax,categorical_crossentropy
2807,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,25,5,relu,10,True,50,relu,0.75,softmax,categorical_crossentropy
2808,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,25,15,relu,2,True,10,relu,0.0,softmax,categorical_crossentropy
2809,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,25,15,relu,2,True,10,relu,0.25,softmax,categorical_crossentropy
2810,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,25,15,relu,2,True,10,relu,0.5,softmax,categorical_crossentropy
2811,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,25,15,relu,2,True,10,relu,0.75,softmax,categorical_crossentropy
2812,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,25,15,relu,2,True,50,relu,0.0,softmax,categorical_crossentropy
2813,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,25,15,relu,2,True,50,relu,0.25,softmax,categorical_crossentropy
2814,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,25,15,relu,2,True,50,relu,0.5,softmax,categorical_crossentropy
2815,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,25,15,relu,2,True,50,relu,0.75,softmax,categorical_crossentropy
2816,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,25,15,relu,5,True,10,relu,0.0,softmax,categorical_crossentropy
2817,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,25,15,relu,5,True,10,relu,0.25,softmax,categorical_crossentropy
2818,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,25,15,relu,5,True,10,relu,0.5,softmax,categorical_crossentropy
2819,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,25,15,relu,5,True,10,relu,0.75,softmax,categorical_crossentropy
2820,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,25,15,relu,5,True,50,relu,0.0,softmax,categorical_crossentropy
2821,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,25,15,relu,5,True,50,relu,0.25,softmax,categorical_crossentropy
2822,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,25,15,relu,5,True,50,relu,0.5,softmax,categorical_crossentropy
2823,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,25,15,relu,5,True,50,relu,0.75,softmax,categorical_crossentropy
2824,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,25,15,relu,10,True,10,relu,0.0,softmax,categorical_crossentropy
2825,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,25,15,relu,10,True,10,relu,0.25,softmax,categorical_crossentropy
2826,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,25,15,relu,10,True,10,relu,0.5,softmax,categorical_crossentropy
2827,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,25,15,relu,10,True,10,relu,0.75,softmax,categorical_crossentropy
2828,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,25,15,relu,10,True,50,relu,0.0,softmax,categorical_crossentropy
2829,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,25,15,relu,10,True,50,relu,0.25,softmax,categorical_crossentropy
2830,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,25,15,relu,10,True,50,relu,0.5,softmax,categorical_crossentropy
2831,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,25,15,relu,10,True,50,relu,0.75,softmax,categorical_crossentropy
2832,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,50,5,relu,2,True,10,relu,0.0,softmax,categorical_crossentropy
2833,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,50,5,relu,2,True,10,relu,0.25,softmax,categorical_crossentropy
2834,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,50,5,relu,2,True,10,relu,0.5,softmax,categorical_crossentropy
2835,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,50,5,relu,2,True,10,relu,0.75,softmax,categorical_crossentropy
2836,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,50,5,relu,2,True,50,relu,0.0,softmax,categorical_crossentropy
2837,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,50,5,relu,2,True,50,relu,0.25,softmax,categorical_crossentropy
2838,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,50,5,relu,2,True,50,relu,0.5,softmax,categorical_crossentropy
2839,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,50,5,relu,2,True,50,relu,0.75,softmax,categorical_crossentropy
2840,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,50,5,relu,5,True,10,relu,0.0,softmax,categorical_crossentropy
2841,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,50,5,relu,5,True,10,relu,0.25,softmax,categorical_crossentropy
2842,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,50,5,relu,5,True,10,relu,0.5,softmax,categorical_crossentropy
2843,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,50,5,relu,5,True,10,relu,0.75,softmax,categorical_crossentropy
2844,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,50,5,relu,5,True,50,relu,0.0,softmax,categorical_crossentropy
2845,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,50,5,relu,5,True,50,relu,0.25,softmax,categorical_crossentropy
2846,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,50,5,relu,5,True,50,relu,0.5,softmax,categorical_crossentropy
2847,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,50,5,relu,5,True,50,relu,0.75,softmax,categorical_crossentropy
2848,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,50,5,relu,10,True,10,relu,0.0,softmax,categorical_crossentropy
2849,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,50,5,relu,10,True,10,relu,0.25,softmax,categorical_crossentropy
2850,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,50,5,relu,10,True,10,relu,0.5,softmax,categorical_crossentropy
2851,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,50,5,relu,10,True,10,relu,0.75,softmax,categorical_crossentropy
2852,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,50,5,relu,10,True,50,relu,0.0,softmax,categorical_crossentropy
2853,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,50,5,relu,10,True,50,relu,0.25,softmax,categorical_crossentropy
2854,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,50,5,relu,10,True,50,relu,0.5,softmax,categorical_crossentropy
2855,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,50,5,relu,10,True,50,relu,0.75,softmax,categorical_crossentropy
2856,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,50,15,relu,2,True,10,relu,0.0,softmax,categorical_crossentropy
2857,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,50,15,relu,2,True,10,relu,0.25,softmax,categorical_crossentropy
2858,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,50,15,relu,2,True,10,relu,0.5,softmax,categorical_crossentropy
2859,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,50,15,relu,2,True,10,relu,0.75,softmax,categorical_crossentropy
2860,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,50,15,relu,2,True,50,relu,0.0,softmax,categorical_crossentropy
2861,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,50,15,relu,2,True,50,relu,0.25,softmax,categorical_crossentropy
2862,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,50,15,relu,2,True,50,relu,0.5,softmax,categorical_crossentropy
2863,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.95,50,15,relu,2,True,50,relu,0.75,softmax,categorical_crossentropy
